,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
1074,CELZ,"Creative Medical Technology Holdings, Inc.",8.91M,-3.10%,59103,24.60K
1075,PRPO,"Precipio, Inc.",8.88M,4.51%,1652,13.26M
1076,FRES,Fresh2 Group Ltd,8.66M,-6.66%,21414,2.35M
1077,CYCN,"Cyclerion Therapeutics, Inc.",8.41M,-4.15%,1656,-
1078,BCEL,"Atreca, Inc.",8.40M,-20.38%,1341153,-
1079,BRTX,"BioRestorative Therapies, Inc.",8.39M,3.13%,26917,130.20K
1080,HCTI,"Healthcare Triangle, Inc.",8.36M,-4.30%,62909,37.44M
1081,TOVX,"Theriva Biologics, Inc.",8.23M,-4.08%,57944,-
1082,HSCS,"Heart Test Laboratories, Inc.",7.85M,-2.99%,2750062,5.85K
1083,KTTA,Pasithea Therapeutics Corp.,7.81M,0.35%,928,240.71K
1084,ALZN,"Alzamend Neuro, Inc.",7.81M,-6.67%,60282,-
1085,NURO,"NeuroMetrix, Inc.",7.75M,0.51%,9720,5.90M
1086,SNGX,"Soligenix, Inc.",7.68M,-3.61%,67810,960.62K
1087,AIMD,"Ainos, Inc.",7.67M,-10.37%,401878,-
1088,NEXI,"NexImmune, Inc.",7.62M,-1.34%,43908,-
1089,GCTK,"GlucoTrack, Inc.",7.56M,-0.29%,85033,-
1090,SISI,"Shineco, Inc.",7.44M,-3.85%,50518,3.43M
1091,MYMD,"MyMD Pharmaceuticals, Inc.",7.38M,-8.78%,34926,-
1092,VIRI,"Virios Therapeutics, Inc.",7.10M,-10.29%,152593,-
1093,TENX,"Tenax Therapeutics, Inc.",7.06M,-0.25%,41665,-
1094,PSTV,"Plus Therapeutics, Inc.",7.01M,9.82%,44334,4.91M
1095,GNPX,"Genprex, Inc.",6.98M,-8.83%,114313,-
1096,DRUG,Bright Minds Biosciences Inc.,6.98M,4.67%,6866,-
1097,KA,"Kineta, Inc.",6.86M,-7.96%,307961,3.31M
1098,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",6.82M,0.55%,34449,-
1099,GTBP,"GT Biopharma, Inc.",6.69M,1.48%,62288,-
1100,AZTR,"Azitra, Inc.",6.62M,3.35%,116565,626.50K
1101,XBIO,"Xenetic Biosciences, Inc.",6.59M,-6.54%,781,2.35M
1102,PULM,"Pulmatrix, Inc.",6.50M,-6.08%,60469,6.80M
1103,UPC,Universe Pharmaceuticals INC,6.45M,-0.59%,7879,32.31M
1104,OGEN,"Oragenics, Inc.",6.41M,-0.35%,45363,37.65K
1105,VVOS,"Vivos Therapeutics, Inc.",6.33M,-2.83%,53062,14.50M
1106,ADTX,"Aditxt, Inc.",6.31M,1.61%,46450,749.48K
1107,CLVR,Clever Leaves Holdings Inc.,6.18M,0.86%,6429,17.39M
1108,HPCO,"Hempacco Co., Inc.",6.16M,11.65%,2122935,2.53M
1109,BFRI,Biofrontera Inc.,6.16M,8.26%,233893,33.62M
1110,ATXI,"Avenue Therapeutics, Inc.",6.04M,7.96%,2894150,-
1111,CING,Cingulate Inc.,6.00M,-0.81%,138672,-
1112,XCUR,"Exicure, Inc.",5.85M,-0.74%,31977,23.79M
1113,TTNP,"Titan Pharmaceuticals, Inc.",5.76M,4.54%,4778,306.00K
1114,HOTH,"Hoth Therapeutics, Inc.",5.69M,-3.85%,15410,-
1115,VRPX,"Virpax Pharmaceuticals, Inc.",5.66M,-19.60%,100744,-
1116,LIXT,"Lixte Biotechnology Holdings, Inc.",5.64M,6.87%,52772,-
1117,SONN,"Sonnet BioTherapeutics Holdings, Inc.",5.62M,-13.04%,179980,129.18K
1118,EVOK,"Evoke Pharma, Inc.",5.55M,-0.75%,71945,4.30M
1119,OPGN,"OpGen, Inc.",5.40M,-0.87%,83541,3.07M
1120,KZIA,Kazia Therapeutics Limited,5.31M,2.78%,132617,15.86K
1121,SSY,"SunLink Health Systems, Inc.",5.28M,-1.17%,744,39.59M
1122,HSDT,"Helius Medical Technologies, Inc.",5.25M,-2.30%,11996,792.00K
1123,XTLB,XTL Biopharmaceuticals Ltd.,5.23M,2.17%,448,-
1124,AFIB,"Acutus Medical, Inc.",5.20M,-2.18%,166864,19.66M
1125,LFLY,"Leafly Holdings, Inc.",5.16M,-6.75%,23441,44.62M
1126,MDGS,Medigus Ltd.,5.13M,-2.20%,3704,83.45M
1127,VERO,Venus Concept Inc.,5.08M,-4.31%,43347,82.51M
1128,ZCMD,Zhongchao Inc.,5.06M,-,6611987,17.23M
1129,BSGM,"BioSig Technologies, Inc.",4.95M,-6.68%,164622,141.00K
1130,LUCY,"Innovative Eyewear, Inc.",4.91M,-0.46%,18093,603.79K
1131,STSS,"Sharps Technology, Inc.",4.89M,-5.94%,44447,-
1132,CJJD,"China Jo-Jo Drugstores, Inc.",4.88M,4.83%,76321,148.81M
1133,SILO,"Silo Pharma, Inc.",4.88M,0.61%,9882,72.10K
1134,PALI,"Palisade Bio, Inc.",4.76M,-4.79%,208512,250.00K
1135,LIPO,Lipella Pharmaceuticals Inc.,4.76M,-2.21%,56169,449.62K
1136,ARTL,"Artelo Biosciences, Inc.",4.75M,-1.33%,11428,-
1137,PHIO,Phio Pharmaceuticals Corp.,4.67M,-3.92%,502614,-
1138,GOVX,"GeoVax Labs, Inc.",4.65M,-3.27%,17819,-
1139,BPTS,Biophytis S.A.,4.63M,2.84%,12654,-
1140,AEMD,"Aethlon Medical, Inc.",4.52M,-2.91%,7587,574.25K
1141,IMCC,IM Cannabis Corp.,4.52M,-4.13%,38242,58.51M
1142,AVTX,"Avalo Therapeutics, Inc.",4.51M,-2.50%,39109,2.25M
1143,CMND,Clearmind Medicine Inc.,4.50M,2.82%,105565,-
1144,PTIX,"Protagenic Therapeutics, Inc.",4.48M,-9.73%,3683,-
1145,OTRK,"Ontrak, Inc.",4.41M,0.06%,436368,11.71M
1146,AVGR,"Avinger, Inc.",4.36M,-6.34%,22546,7.75M
1147,RHE,"Regional Health Properties, Inc.",4.33M,2.09%,598,22.80M
1148,FNCH,"Finch Therapeutics Group, Inc.",4.32M,-18.71%,70863,115.00K
1149,RSLS,ReShape Lifesciences Inc.,4.23M,-7.71%,595044,9.81M
1150,TCBP,TC Biopharm (Holdings) Plc,4.15M,5.26%,8512974,3.61M
1151,IBIO,"iBio, Inc.",4.11M,-1.69%,42119,50.00K
1152,ONCO,Onconetix Inc,4.00M,-2.29%,160652,-
1153,ZVSA,"ZyVersa Therapeutics, Inc.",3.98M,-8.87%,463458,-
1154,SCPX,Scorpius Holdings Inc,3.90M,3.87%,908656,2.23M
1155,PCSA,"Processa Pharmaceuticals, Inc.",3.89M,-0.44%,22487,-
1156,SNPX,"Synaptogenix, Inc.",3.73M,0.56%,246547,-
1157,ENVB,"Enveric Biosciences, Inc.",3.73M,-9.09%,634035,-
1158,ISPC,iSpecimen Inc.,3.72M,0.46%,38723,10.31M
1159,CNSP,"CNS Pharmaceuticals, Inc.",3.67M,0.93%,150940,-
1160,VTAK,"Catheter Precision, Inc.",3.65M,-4.75%,19340,314.00K
1161,JAGX,"Jaguar Health, Inc.",3.64M,-4.34%,20170099,10.72M
1162,CPHI,"China Pharma Holdings, Inc.",3.64M,15.32%,510090,7.78M
1163,PRFX,PainReform Ltd.,3.59M,-1.98%,11977,-
1164,BPTH,"Bio-Path Holdings, Inc.",3.56M,6.86%,387913,-
1165,MGRX,"Mangoceuticals, Inc.",3.54M,11.46%,419286,496.06K
1166,TNON,"Tenon Medical, Inc.",3.53M,1.40%,29735,2.40M
1167,PTPI,"Petros Pharmaceuticals, Inc.",3.52M,-4.49%,725064,6.98M
1168,NBSE,"NeuBase Therapeutics, Inc.",3.50M,2.23%,94753,-
1169,SPRC,SciSparc Ltd.,3.50M,-8.78%,1933352,3.32M
1170,WINT,"Windtree Therapeutics, Inc.",3.43M,-3.09%,71516,-
1171,BDRX,Biodexa Pharmaceuticals Plc,3.43M,-0.77%,90609,377.22K
1172,ADIL,"Adial Pharmaceuticals, Inc.",3.33M,-5.00%,399855,-
1173,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.32M,-2.34%,15301,389.00K
1174,PXMD,"PaxMedica, Inc.",3.31M,-7.01%,86862,-
1175,NXL,"Nexalin Technology, Inc.",3.28M,0.78%,191573,128.64K
1176,KTRA,"Kintara Therapeutics, Inc.",3.22M,-1.18%,2273995,-
1177,LSDI,Lucy Scientific Discovery Inc.,3.14M,-,36470,16.73K
1178,SBFM,"Sunshine Biopharma, Inc.",3.13M,-7.65%,5220912,20.35M
1179,SXTP,"60 Degrees Pharmaceuticals, Inc.",2.99M,-2.96%,231402,-209.26K
1180,CYTO,Altamira Therapeutics Ltd.,2.98M,-1.06%,24059,-902.13K
1181,FOXO,FOXO Technologies Inc.,2.95M,-2.42%,386223,453.00K
1182,INVO,"INVO Bioscience, Inc.",2.77M,-2.61%,12798,1.92M
1183,NUWE,"Nuwellis, Inc.",2.67M,-2.79%,338180,8.65M
1184,ACON,"Aclarion, Inc.",2.64M,-6.96%,387292,84.13K
1185,SLRX,"Salarius Pharmaceuticals, Inc.",2.60M,-4.52%,24311,-
1186,BIOL,"BIOLASE, Inc.",2.55M,-0.68%,1615091,49.73M
1187,THMO,"ThermoGenesis Holdings, Inc.",2.51M,-5.75%,28486,9.72M
1188,ALLR,"Allarity Therapeutics, Inc.",2.48M,-2.64%,128165,-
1189,APVO,Aptevo Therapeutics Inc.,2.41M,-,202753,-
1190,SNOA,"Sonoma Pharmaceuticals, Inc.",2.34M,-6.58%,663188,12.31M
1191,ENSC,"Ensysce Biosciences, Inc.",2.34M,-3.49%,195370,-
1192,IONM,Assure Holdings Corp.,2.29M,28.24%,40281687,3.57M
1193,SCNI,Scinai Immunotherapeutics Ltd.,2.28M,-0.19%,73456,-
1194,WORX,SCWorx Corp.,2.27M,10.22%,4273867,3.92M
1195,BBLG,Bone Biologics Corporation,2.25M,-7.03%,72593,-
1196,DYNT,Dynatronics Corporation,2.25M,1.96%,4405,35.18M
1197,AGRX,"Agile Therapeutics, Inc.",2.16M,-2.23%,223885,19.97M
1198,YCBD,"cbdMD, Inc.",2.16M,0.07%,5333,23.45M
1199,ATNF,180 Life Sciences Corp.,2.15M,6.63%,439375,-
1200,QLGN,"Qualigen Therapeutics, Inc.",2.12M,3.18%,17518,4.62M
1201,VRAX,Virax Biolabs Group Limited,2.05M,1.15%,15412,79.30K
1202,QNRX,"Quoin Pharmaceuticals, Ltd.",2.05M,4.39%,518070,-
1203,INM,InMed Pharmaceuticals Inc.,2.05M,1.79%,487916,5.49M
1204,AMPE,"Ampio Pharmaceuticals, Inc.",2.02M,-2.53%,20021,-
1205,TIVC,"Tivic Health Systems, Inc.",1.98M,-0.74%,16063,1.23M
1206,NAOV,"NanoVibronix, Inc.",1.87M,-1.27%,18402,1.00M
1207,BACK,"IMAC Holdings, Inc.",1.63M,2.10%,29899,8.47M
1208,BJDX,"Bluejay Diagnostics, Inc.",1.56M,-2.95%,62546,-
1209,DRMA,"Dermata Therapeutics, Inc.",1.54M,0.02%,63476,-
1210,GLMD,Galmed Pharmaceuticals Ltd.,1.52M,-4.75%,34803,-
1211,AKAN,Akanda Corp.,1.42M,-9.53%,315654,3.94M
1212,REVB,"Revelation Biosciences, Inc.",1.34M,-7.14%,433052,-
1213,THAR,"Tharimmune, Inc.",1.18M,-2.56%,216014,-
1214,SINT,"Sintx Technologies, Inc.",1.11M,-1.49%,1141376,2.49M
1215,SXTC,"China SXT Pharmaceuticals, Inc.",1.11M,-2.53%,95897,33.62K
1216,MOTS,"Motus GI Holdings, Inc.",942.15K,6.54%,293862,364.00K
1217,NBY,"NovaBay Pharmaceuticals, Inc.",912.80K,-2.14%,729553,14.64M
1218,GRI,"GRI Bio, Inc.",824.88K,-0.35%,67708,-
1219,RNAZ,"TransCode Therapeutics, Inc.",674.91K,-9.25%,522543,-
